,Nose_Neck_MidHip,RShoulder_Neck_MidHip,LShoulder_Neck_MidHip,RElbow_RShoulder_Neck,LElbow_LShoulder_Neck,RWrist_RElbow_RShoulder,LWrist_LElbow_LShoulder,RHip_MidHip_Neck,LHip_MidHip_Neck,RKnee_RHip_MidHip,LKnee_LHip_MidHip,RAnkle_RKnee_RHip,LAnkle_LKnee_LHip
El Greco_15189_keypoints.npy_15189_1_m,3.0304672718048096,-1.38253915309906,1.7586544752120972,-2.2945079803466797,1.9822105169296265,-0.9343727231025696,2.277547836303711,1.5720134973526,-1.6245636940002441,-1.7105692625045776,1.486149787902832,3.046675682067871,2.986933469772339
El Greco_15189_keypoints.npy_15189_2_m,-2.407024621963501,-1.5372942686080933,1.3022351264953613,-1.872215986251831,1.9644148349761963,0.3354927599430084,2.63096022605896,1.5087502002716064,-1.6289385557174683,-1.5060639381408691,1.4375954866409302,-3.034595489501953,-3.016829013824463
El Greco_19410_keypoints.npy_19410_1_f,-2.756026268005371,-1.5757015943527222,1.5899990797042847,-1.9150584936141968,1.7688649892807007,-0.24879874289035797,5e-324,1.651185393333435,-1.5851980447769165,5e-324,5e-324,5e-324,5e-324
El Greco_20834_keypoints.npy_20834_1_m,-2.893883466720581,-1.5155149698257446,1.6258575916290283,-2.0288243293762207,2.0161421298980713,-1.8659381866455078,1.8511728048324585,1.5486963987350464,-1.5244807004928589,-1.5935120582580566,5e-324,5e-324,5e-324
El Greco_44795_keypoints.npy_44795_1_m,2.7349743843078613,-1.5020194053649902,1.7014747858047485,-1.813940405845642,1.632180094718933,-2.411790609359741,-0.9257121682167053,1.7855863571166992,-1.5184037685394287,-1.5054296255111694,1.7075319290161133,2.9106059074401855,-3.1222143173217773
El Greco_44795_keypoints.npy_44795_2_m,-3.0673656463623047,-1.576751470565796,1.6094939708709717,-2.0849368572235107,1.5115671157836914,-2.8024134635925293,2.2922017574310303,1.5910694599151611,-1.5506036281585693,-1.9439224004745483,5e-324,-3.004101514816284,5e-324
El Greco_64962_keypoints.npy_64962_1_m,2.867116689682007,-1.5081472396850586,1.5389970541000366,-1.807907223701477,1.7316429615020752,-1.590632677078247,2.913113594055176,1.6323875188827515,-1.588100790977478,5e-324,5e-324,5e-324,5e-324
El Greco_54409_keypoints.npy_54409_1_f,-2.8908677101135254,-1.5595484972000122,1.5884013175964355,-2.065375804901123,1.894477128982544,-0.0290897898375988,-3.031151056289673,1.5467147827148438,-1.6754635572433472,-1.676620364189148,1.5263625383377075,3.141390800476074,3.0469563007354736
El Greco_54409_keypoints.npy_54409_2_f,2.404914140701294,-1.6312973499298096,1.4543111324310303,-1.5981507301330566,1.9386061429977417,-1.2499887943267822,5e-324,1.668413519859314,-1.474151849746704,-1.7781568765640259,1.4448049068450928,2.9821295738220215,2.9603264331817627
El Greco_54409_keypoints.npy_54409_3_f,2.7730302810668945,-1.67984938621521,1.5327364206314087,-1.413310170173645,1.82159423828125,-2.129774332046509,-0.8901939392089844,1.5472698211669922,-1.6559287309646606,-0.5976850986480713,1.9576325416564941,2.026668071746826,2.622056245803833
